family	execution_arch	source	catalogue_generation	catalogue_label	canonical_id	current_display	weight_file	presentation_flags	waiver_reasons	review_status
Apollo	Apollo	extras		Apollo Model: EDM Restoration Big by essid	apollo:apollo_edm_big_by_essid	Apollo — EDM Restoration Big · Essid	apollo_edm_big_by_essid.ckpt			clean
Apollo	Apollo	extras		Apollo Model: EDM Restoration by essid	apollo:apollo_edm_by_essid	Apollo — EDM Restoration · Essid	apollo_edm_by_essid.ckpt			clean
Bandit	Bandit	Politrees		Bandit Plus: Cinematic Bandit Plus by kwatcharasupat	mdx:model_bandit_plus_dnr_sdr_11.47	Bandit — Cinematic Bandit Plus · kwatcharasupat	model_bandit_plus_dnr_sdr_11.47.ckpt			clean
Bandit	Bandit	Politrees		Bandit v2: Cinematic Bandit v2 Multilang by kwatcharasupat	mdx:checkpoint-multi_fixed	Bandit — Cinematic Bandit v2 Multilang · kwatcharasupat	checkpoint-multi_fixed.ckpt			clean
Bandit	Bandit	mvsepless		Bandit Last Checkpoint by ZFTurbo	mdx:bandit_last	Bandit — Last Checkpoint · ZFTurbo	bandit_last.ckpt			clean
Bandit	Bandit	mvsepless		Bandit Plus (ep 30) by ZFTurbo	mdx:bandit_30_zfturbo	Bandit — Plus (ep 30) · ZFTurbo	bandit_30_zfturbo.ckpt			clean
Bandit	Bandit	mvsepless		Bandit Plus (ep 57) by ZFTurbo	mdx:bandit_57_zfturbo	Bandit — Plus (ep 57) · ZFTurbo	bandit_57_zfturbo.ckpt			clean
Bandit	Bandit	mvsepless		Bandit Plus (ep 63) by ZFTurbo	mdx:bandit_63_zfturbo	Bandit — Plus (ep 63) · ZFTurbo	bandit_63_zfturbo.ckpt			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: tasnet	demucs:tasnet	Demucs v1 — Conv-TasNet	tasnet.th			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: tasnet_extra	demucs:tasnet_extra	Demucs v1 — Conv-TasNet Extra	tasnet_extra.th			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: light	demucs:light	Demucs v1 — Light	light.th			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: light_extra	demucs:light_extra	Demucs v1 — Light Extra	light_extra.th			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: demucs	demucs:demucs	Demucs v1 — Time-Domain	demucs.th			clean
Demucs	Demucs	TRvlvr+Politrees	v1	Demucs v1: demucs_extra	demucs:demucs_extra	Demucs v1 — Time-Domain Extra	demucs_extra.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: tasnet	demucs:tasnet-beb46fac	Demucs v2 — Conv-TasNet	tasnet-beb46fac.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: tasnet_extra	demucs:tasnet_extra-df3777b2	Demucs v2 — Conv-TasNet Extra	tasnet_extra-df3777b2.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: demucs	demucs:demucs-e07c671f	Demucs v2 — Time-Domain	demucs-e07c671f.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: demucs48_hq	demucs:demucs48_hq-28a1282c	Demucs v2 — Time-Domain 48 kHz HQ	demucs48_hq-28a1282c.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: demucs_extra	demucs:demucs_extra-3646af93	Demucs v2 — Time-Domain Extra	demucs_extra-3646af93.th			clean
Demucs	Demucs	TRvlvr+Politrees	v2	Demucs v2: demucs_unittest	demucs:demucs_unittest-09ebc15f	Demucs v2 — Unit Test	demucs_unittest-09ebc15f.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: mdx	demucs:mdx	Demucs v3 — MDX	c511e2ab-fe698775.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: mdx_extra	demucs:mdx_extra	Demucs v3 — MDX Extra	e51eebcc-c1b80bdd.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: mdx_extra_q	demucs:mdx_extra_q	Demucs v3 — MDX Extra Quantized	83fc094f-4a16d450.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: mdx_q	demucs:mdx_q	Demucs v3 — MDX Quantized	b72baf4e-8778635e.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: repro_mdx_a	demucs:repro_mdx_a	Demucs v3 — Repro MDX A	fa0cb7f9-100d8bf4.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: repro_mdx_a_hybrid_only	demucs:repro_mdx_a_hybrid_only	Demucs v3 — Repro MDX A Hybrid Only	fa0cb7f9-100d8bf4.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: repro_mdx_a_time_only	demucs:repro_mdx_a_time_only	Demucs v3 — Repro MDX A Time-Domain Only	9a6b4851-03af0aa6.th			clean
Demucs	Demucs	TRvlvr+Politrees	v3	Demucs v3: UVR Model	demucs:UVR_Demucs_Model_1	Demucs v3 — UVR Model (2 Stems)	ebf34a2db.th			clean
Demucs	Demucs	TRvlvr+Politrees	v4	Demucs v4: hdemucs_mmi	demucs:hdemucs_mmi	Demucs v4 — Hybrid Demucs MMI	75fc33f5-1941ce65.th			clean
Demucs	Demucs	TRvlvr+Politrees	v4	Demucs v4: htdemucs	demucs:htdemucs	Demucs v4 — Hybrid Transformer	955717e8-8726e21a.th			clean
Demucs	Demucs	TRvlvr+Politrees	v4	Demucs v4: htdemucs_6s	demucs:htdemucs_6s	Demucs v4 — Hybrid Transformer (6 Stems)	5c90dfd2-34c22ccb.th			clean
Demucs	Demucs	TRvlvr+Politrees	v4	Demucs v4: htdemucs_ft	demucs:htdemucs_ft	Demucs v4 — Hybrid Transformer Fine-Tuned	f7e0c4bc-ba3fe64a.th			clean
MDX-Net	BS Roformer	mvsepless		BS PolarFormer 4 stems 09-07-2026 by Aname	mdx:bs_pope_4stem_09072026_aname	BandSplit PolarFormer — 09-07-2026 (4 Stems) · Aname	bs_pope_4stem_09072026_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS PolarFormer InstVoc Duality Lazy Bat by Aname	mdx:bs_pope_instvoc_aname	BandSplit PolarFormer — Instrumental/Vocals Duality Lazy Bat · Aname	bs_pope_instvoc_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS PolarFormer Karaoke by Lambda001 (sdr lead 9.74, sdr back instrum 15.13)	mdx:bs_pope_karaoke_974_lambda	BandSplit PolarFormer — Karaoke · Lambda001	bs_pope_karaoke_974_lambda.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS PolarFormer 4 stems Lazy Bat by Aname	mdx:bs_pope_4stem_aname	BandSplit PolarFormer — Lazy Bat (4 Stems) · Aname	bs_pope_4stem_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS PolarFormer Vocals by ZFTurbo	mdx:bs_pope_vocals_zfturbo	BandSplit PolarFormer — Vocals · ZFTurbo	bs_pope_vocals_zfturbo.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer 4 stems by Aname	mdx:bs_4stem_aname	BandSplit Roformer (4 Stems) · Aname	bs_4stem_aname.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer 4 Stems by ZFTurbo	mdx:bs_4stem_zfturbo	BandSplit Roformer (4 Stems) · ZFTurbo	bs_4stem_zfturbo.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Bass Experimental by BeatLoo Labs	mdx:bs_bass_beatloo_labs	BandSplit Roformer — Bass Experimental · BeatLoo Labs	bs_bass_beatloo_labs.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Bass by Xlance	mdx:bs_bass_xlancer	BandSplit Roformer — Bass · Xlance	bs_bass_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Bowed Strings by Gilliaaan	mdx:bs_bowed_str_gilliaaan	BandSplit Roformer — Bowed Strings · Gilliaaan	bs_bowed_str_gilliaaan.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Deverb (sdr 22.50) by Anvuew	mdx:bs_dereverb_2250_anvuew	BandSplit Roformer — DeReverb (SDR 22.50) · Anvuew	bs_dereverb_2250_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Deverb 256-8 by Anvuew	mdx:bs_deverb_256_8_anvuew	BandSplit Roformer — DeReverb 256-8 · Anvuew	bs_deverb_256_8_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Deverb 384-10 by Anvuew	mdx:bs_deverb_384_10_anvuew	BandSplit Roformer — DeReverb 384-10 · Anvuew	bs_deverb_384_10_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Deverb Roon by Anvuew	mdx:bs_deverb_room_anvuew	BandSplit Roformer — DeReverb Room · Anvuew	bs_deverb_room_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Drums Duality by Gilliaaan	mdx:bs_drums_gilliaaan	BandSplit Roformer — Drums Duality · Gilliaaan	bs_drums_gilliaaan.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Drums Experimental by BeatLoo Labs	mdx:bs_drums_beatloo_labs	BandSplit Roformer — Drums Experimental · BeatLoo Labs	bs_drums_beatloo_labs.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Drums v1 by Xlance	mdx:bs_drums_xlancer	BandSplit Roformer — Drums v1 · Xlance	bs_drums_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Drums v2 by Xlance	mdx:bs_drums2_xlancer	BandSplit Roformer — Drums v2 · Xlance	bs_drums2_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer FNF (Friday Night Funkin) Voices v2 by MrDense67	mdx:bs_fnf2_mrdense67	BandSplit Roformer — FNF (Friday Night Funkin) Voices v2 · MrDense67	bs_fnf2_mrdense67.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer FNF (Friday Night Funkin) Voices by MrDense67	mdx:bs_fnf_mrdense67	BandSplit Roformer — FNF (Friday Night Funkin) Voices · MrDense67	bs_fnf_mrdense67.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Guitar by Kimberley Xlance	mdx:bs_gtr_xlancer	BandSplit Roformer — Guitar · Kimberley Xlance	bs_gtr_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Inst Beta by neoculture	mdx:bs_neo_inst_beta	BandSplit Roformer — Instrumental Beta · neoculture	bs_neo_inst_beta.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental EXP Value Residual by Unwa	mdx:bs_inst_exp_vlp_unwa	BandSplit Roformer — Instrumental EXP Value Residual · Unwa	bs_inst_exp_vlp_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental FNO by Unwa	mdx:bs_inst_fno_unwa	BandSplit Roformer — Instrumental FNO · Unwa	bs_inst_fno_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental HyperACE v2 (finetuned anvuew vocal model) by Unwa	mdx:bs_inst_hyperace2_unwa	BandSplit Roformer — Instrumental HyperACE v2 · Unwa	bs_inst_hyperace2_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental HyperACE (finetuned anvuew vocal model) by Unwa	mdx:bs_inst_hyperace_unwa	BandSplit Roformer — Instrumental HyperACE · Unwa	bs_inst_hyperace_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental Large v2 by Unwa	mdx:bs_inst_large2_unwa	BandSplit Roformer — Instrumental Large v2 · Unwa	bs_inst_large2_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental Resurrection by Gabox	mdx:bs_resurrection_inst_gabox	BandSplit Roformer — Instrumental Resurrection · Gabox	bs_resurrection_inst_gabox.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Instrumental Resurrection by Unwa	mdx:bs_resurrection_inst_unwa	BandSplit Roformer — Instrumental Resurrection · Unwa	bs_resurrection_inst_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Karaoke Inverted by GaboxR67	mdx:bs_karaoke_inv_gabox	BandSplit Roformer — Karaoke Inverted · GaboxR67	bs_karaoke_inv_gabox.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Karaoke by Anvuew	mdx:bs_karaoke_anvuew	BandSplit Roformer — Karaoke · Anvuew	bs_karaoke_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Karaoke by Becrily & Frazer	mdx:bs_karaoke_becruily	BandSplit Roformer — Karaoke · Becruily & Frazer	bs_karaoke_becruily.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Karaoke by GaboxR67	mdx:bs_karaoke_gabox	BandSplit Roformer — Karaoke · GaboxR67	bs_karaoke_gabox.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Karaoke by GiantAILAB	mdx:bs_karaoke_3stem_giantailab	BandSplit Roformer — Karaoke · GiantAILAB	bs_karaoke_3stem_giantailab.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Keys by Xlance	mdx:bs_keys_xlancer	BandSplit Roformer — Keys · Xlance	bs_keys_xlancer.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Leap Instrumental by Unwa	mdx:bs_leap_inst_unwa	BandSplit Roformer — Leap Instrumental · Unwa	bs_leap_inst_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Leap Vocals by Unwa	mdx:bs_leap_voc_unwa	BandSplit Roformer — Leap Vocals · Unwa	bs_leap_voc_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Leap XE (90 bands) Instrumental by Unwa	mdx:bs_leap_xe_inst_unwa	BandSplit Roformer — Leap XE (90 bands) Instrumental · Unwa	bs_leap_xe_inst_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Leap XE (90 bands) Vocals by Unwa	mdx:bs_leap_xe_voc_unwa	BandSplit Roformer — Leap XE (90 bands) Vocals · Unwa	bs_leap_xe_voc_unwa.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Logic 6 stems by Chantrail	mdx:bs_logic_6stem	BandSplit Roformer — Logic (6 Stems) · Chantrail	bs_logic_6stem.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mag (3719) by Anvuew	mdx:bs_mag_3179_anvuew	BandSplit Roformer — Mag (3179) · Anvuew	bs_mag_3179_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mag by Anvuew	mdx:bs_mag_anvuew	BandSplit Roformer — Mag · Anvuew	bs_mag_anvuew.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Male-Female (ep 146) by Sucial	mdx:bs_male_female_146_sucial	BandSplit Roformer — Male/Female (ep 146) · Sucial	bs_male_female_146_sucial.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Male-Female (ep 267) by Sucial	mdx:bs_male_female_267_sucial	BandSplit Roformer — Male/Female (ep 267) · Sucial	bs_male_female_267_sucial.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Accordion) by MVSep	mdx:bs_mega_53stem_accordion_mvsep	BandSplit Roformer — Mega Accordion Only (53 Stems) · MVSep	bs_mega_53stem_accordion_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Acoustic-Guitar) by MVSep	mdx:bs_mega_53stem_acoustic-guitar_mvsep	BandSplit Roformer — Mega Acoustic Guitar Only (53 Stems) · MVSep	bs_mega_53stem_acoustic-guitar_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Back-Vocal) by MVSep	mdx:bs_mega_53stem_back-vocal_mvsep	BandSplit Roformer — Mega Backing Vocals Only (53 Stems) · MVSep	bs_mega_53stem_back-vocal_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Banjo) by MVSep	mdx:bs_mega_53stem_banjo_mvsep	BandSplit Roformer — Mega Banjo Only (53 Stems) · MVSep	bs_mega_53stem_banjo_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Bass) by MVSep	mdx:bs_mega_53stem_bass_mvsep	BandSplit Roformer — Mega Bass Only (53 Stems) · MVSep	bs_mega_53stem_bass_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Bassoon) by MVSep	mdx:bs_mega_53stem_bassoon_mvsep	BandSplit Roformer — Mega Bassoon Only (53 Stems) · MVSep	bs_mega_53stem_bassoon_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Bells) by MVSep	mdx:bs_mega_53stem_bells_mvsep	BandSplit Roformer — Mega Bells Only (53 Stems) · MVSep	bs_mega_53stem_bells_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Bowed_Strings) by MVSep	mdx:bs_mega_53stem_bowed_strings_mvsep	BandSplit Roformer — Mega Bowed Strings Only (53 Stems) · MVSep	bs_mega_53stem_bowed_strings_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Brass) by MVSep	mdx:bs_mega_53stem_brass_mvsep	BandSplit Roformer — Mega Brass Only (53 Stems) · MVSep	bs_mega_53stem_brass_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Cello) by MVSep	mdx:bs_mega_53stem_cello_mvsep	BandSplit Roformer — Mega Cello Only (53 Stems) · MVSep	bs_mega_53stem_cello_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Clarinet) by MVSep	mdx:bs_mega_53stem_clarinet_mvsep	BandSplit Roformer — Mega Clarinet Only (53 Stems) · MVSep	bs_mega_53stem_clarinet_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Congas) by MVSep	mdx:bs_mega_53stem_congas_mvsep	BandSplit Roformer — Mega Congas Only (53 Stems) · MVSep	bs_mega_53stem_congas_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Digital-Piano) by MVSep	mdx:bs_mega_53stem_digital-piano_mvsep	BandSplit Roformer — Mega Digital Piano Only (53 Stems) · MVSep	bs_mega_53stem_digital-piano_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Dobro) by MVSep	mdx:bs_mega_53stem_dobro_mvsep	BandSplit Roformer — Mega Dobro Only (53 Stems) · MVSep	bs_mega_53stem_dobro_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Double-Bass) by MVSep	mdx:bs_mega_53stem_double-bass_mvsep	BandSplit Roformer — Mega Double Bass Only (53 Stems) · MVSep	bs_mega_53stem_double-bass_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Drums) by MVSep	mdx:bs_mega_53stem_drums_mvsep	BandSplit Roformer — Mega Drums Only (53 Stems) · MVSep	bs_mega_53stem_drums_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Electric-Guitar) by MVSep	mdx:bs_mega_53stem_electric-guitar_mvsep	BandSplit Roformer — Mega Electric Guitar Only (53 Stems) · MVSep	bs_mega_53stem_electric-guitar_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Flute) by MVSep	mdx:bs_mega_53stem_flute_mvsep	BandSplit Roformer — Mega Flute Only (53 Stems) · MVSep	bs_mega_53stem_flute_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only French-Horn) by MVSep	mdx:bs_mega_53stem_french-horn_mvsep	BandSplit Roformer — Mega French Horn Only (53 Stems) · MVSep	bs_mega_53stem_french-horn_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (FULL) by MVSep	mdx:bs_mega_53stem_full_mvsep	BandSplit Roformer — Mega Full (53 Stems) · MVSep	bs_mega_53stem_full_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Glockenspiel) by MVSep	mdx:bs_mega_53stem_glockenspiel_mvsep	BandSplit Roformer — Mega Glockenspiel Only (53 Stems) · MVSep	bs_mega_53stem_glockenspiel_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Guitar) by MVSep	mdx:bs_mega_53stem_guitar_mvsep	BandSplit Roformer — Mega Guitar Only (53 Stems) · MVSep	bs_mega_53stem_guitar_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Harmonica) by MVSep	mdx:bs_mega_53stem_harmonica_mvsep	BandSplit Roformer — Mega Harmonica Only (53 Stems) · MVSep	bs_mega_53stem_harmonica_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Harp) by MVSep	mdx:bs_mega_53stem_harp_mvsep	BandSplit Roformer — Mega Harp Only (53 Stems) · MVSep	bs_mega_53stem_harp_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Harpsichord) by MVSep	mdx:bs_mega_53stem_harpsichord_mvsep	BandSplit Roformer — Mega Harpsichord Only (53 Stems) · MVSep	bs_mega_53stem_harpsichord_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Hh) by MVSep	mdx:bs_mega_53stem_hh_mvsep	BandSplit Roformer — Mega Hi-Hat Only (53 Stems) · MVSep	bs_mega_53stem_hh_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Keys) by MVSep	mdx:bs_mega_53stem_keys_mvsep	BandSplit Roformer — Mega Keys Only (53 Stems) · MVSep	bs_mega_53stem_keys_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Kick) by MVSep	mdx:bs_mega_53stem_kick_mvsep	BandSplit Roformer — Mega Kick Only (53 Stems) · MVSep	bs_mega_53stem_kick_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Lead-Vocal) by MVSep	mdx:bs_mega_53stem_lead-vocal_mvsep	BandSplit Roformer — Mega Lead Vocals Only (53 Stems) · MVSep	bs_mega_53stem_lead-vocal_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Mandolin) by MVSep	mdx:bs_mega_53stem_mandolin_mvsep	BandSplit Roformer — Mega Mandolin Only (53 Stems) · MVSep	bs_mega_53stem_mandolin_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Marimba) by MVSep	mdx:bs_mega_53stem_marimba_mvsep	BandSplit Roformer — Mega Marimba Only (53 Stems) · MVSep	bs_mega_53stem_marimba_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Oboe) by MVSep	mdx:bs_mega_53stem_oboe_mvsep	BandSplit Roformer — Mega Oboe Only (53 Stems) · MVSep	bs_mega_53stem_oboe_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Organ) by MVSep	mdx:bs_mega_53stem_organ_mvsep	BandSplit Roformer — Mega Organ Only (53 Stems) · MVSep	bs_mega_53stem_organ_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Percussion) by MVSep	mdx:bs_mega_53stem_percussion_mvsep	BandSplit Roformer — Mega Percussion Only (53 Stems) · MVSep	bs_mega_53stem_percussion_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Piano) by MVSep	mdx:bs_mega_53stem_piano_mvsep	BandSplit Roformer — Mega Piano Only (53 Stems) · MVSep	bs_mega_53stem_piano_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Saxophone) by MVSep	mdx:bs_mega_53stem_saxophone_mvsep	BandSplit Roformer — Mega Saxophone Only (53 Stems) · MVSep	bs_mega_53stem_saxophone_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Sitar) by MVSep	mdx:bs_mega_53stem_sitar_mvsep	BandSplit Roformer — Mega Sitar Only (53 Stems) · MVSep	bs_mega_53stem_sitar_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Snare) by MVSep	mdx:bs_mega_53stem_snare_mvsep	BandSplit Roformer — Mega Snare Only (53 Stems) · MVSep	bs_mega_53stem_snare_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Strings) by MVSep	mdx:bs_mega_53stem_strings_mvsep	BandSplit Roformer — Mega Strings Only (53 Stems) · MVSep	bs_mega_53stem_strings_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Synth) by MVSep	mdx:bs_mega_53stem_synth_mvsep	BandSplit Roformer — Mega Synth Only (53 Stems) · MVSep	bs_mega_53stem_synth_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Tambourine) by MVSep	mdx:bs_mega_53stem_tambourine_mvsep	BandSplit Roformer — Mega Tambourine Only (53 Stems) · MVSep	bs_mega_53stem_tambourine_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Timpani) by MVSep	mdx:bs_mega_53stem_timpani_mvsep	BandSplit Roformer — Mega Timpani Only (53 Stems) · MVSep	bs_mega_53stem_timpani_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Toms) by MVSep	mdx:bs_mega_53stem_toms_mvsep	BandSplit Roformer — Mega Toms Only (53 Stems) · MVSep	bs_mega_53stem_toms_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Triangle) by MVSep	mdx:bs_mega_53stem_triangle_mvsep	BandSplit Roformer — Mega Triangle Only (53 Stems) · MVSep	bs_mega_53stem_triangle_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Trombone) by MVSep	mdx:bs_mega_53stem_trombone_mvsep	BandSplit Roformer — Mega Trombone Only (53 Stems) · MVSep	bs_mega_53stem_trombone_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Trumpet) by MVSep	mdx:bs_mega_53stem_trumpet_mvsep	BandSplit Roformer — Mega Trumpet Only (53 Stems) · MVSep	bs_mega_53stem_trumpet_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Tuba) by MVSep	mdx:bs_mega_53stem_tuba_mvsep	BandSplit Roformer — Mega Tuba Only (53 Stems) · MVSep	bs_mega_53stem_tuba_mvsep.ckpt			clean
MDX-Net	BS Roformer	mvsepless		BS Roformer Mega 53 stems (only Ukulele) by MVSep	mdx:bs_mega_53stem_ukulele_mvsep	BandSplit Roformer — Mega Ukulele Only (53 Stems) · MVSep	bs_mega_53stem_ukulele_mvsep.ckpt			clean
