family	execution_arch	source	catalogue_generation	catalogue_label	canonical_id	current_display	weight_file	presentation_flags	waiver_reasons	review_status
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness v2 by Gabox	mdx:mel_band_roformer_voc_fullness_v2_gabox	MelBand Roformer — Vocals Fullness v2 · Gabox	mel_band_roformer_voc_fullness_v2_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness v3 by Gabox	mdx:mel_band_roformer_voc_fullness_v3_gabox	MelBand Roformer — Vocals Fullness v3 · Gabox	mel_band_roformer_voc_fullness_v3_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness v4 by Gabox	mdx:mel_band_roformer_voc_fullness_v4_gabox	MelBand Roformer — Vocals Fullness v4 · Gabox	mel_band_roformer_voc_fullness_v4_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness v5 by Gabox	mdx:mel_band_roformer_voc_fullness_v5_gabox	MelBand Roformer — Vocals Fullness v5 · Gabox	mel_band_roformer_voc_fullness_v5_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness v6 by Gabox	mdx:mel_band_roformer_voc_fullness_v6_gabox	MelBand Roformer — Vocals Fullness v6 · Gabox	mel_band_roformer_voc_fullness_v6_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals Fullness by Aname	mdx:mel_band_roformer_vocals_fullness_aname	MelBand Roformer — Vocals Fullness · Aname	mel_band_roformer_vocals_fullness_aname.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals by becruily	mdx:mel_band_roformer_vocals_becruily	MelBand Roformer — Vocals · Becruily	mel_band_roformer_vocals_becruily.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals by Gabox	mdx:mel_band_roformer_voc_gabox	MelBand Roformer — Vocals · Gabox	mel_band_roformer_voc_gabox.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | Vocals by Kimberley Jensen	mdx:vocals_mel_band_roformer	MelBand Roformer — Vocals · Kimberley Jensen	vocals_mel_band_roformer.ckpt			clean
Roformer	Mel-Band Roformer	Politrees		Roformer Model: MelBand Roformer | 4-stems XL v1 by Aname	mdx:MelBand_Roformer_4stems_XL_v1_by_Aname	MelBand Roformer — XL v1 (4 Stems) · Aname	MelBand_Roformer_4stems_XL_v1_by_Aname.ckpt			clean
SCNet	SCNet	extras		SCnet: 4-stems Huge SCNet Bleedless by Aname	mdx:huge_scnet_4stems_bleedless	SCNet — Huge Bleedless (4 Stems) · Aname	huge_scnet_4stems_bleedless.ckpt			clean
SCNet	SCNet	extras		SCnet: 4-stems Huge SCNet Fullness by Aname	mdx:huge_scnet_4stems_fullness	SCNet — Huge Fullness (4 Stems) · Aname	huge_scnet_4stems_fullness.ckpt			clean
SCNet	SCNet	extras		SCnet: 4-stems Huge SCNet Strong Fullness by Aname	mdx:huge_scnet_4stems_strong_fullness	SCNet — Huge Strong Fullness (4 Stems) · Aname	huge_scnet_4stems_strong_fullness.ckpt			clean
SCNet	SCNet	extras		SCnet: 4-stems Huge SCNet v1.2 by Aname	mdx:huge_scnet_4stems_v1.2	SCNet — Huge v1.2 (4 Stems) · Aname	huge_scnet_4stems_v1.2.ckpt			clean
SCNet	SCNet	Politrees		SCnet: 4-stems SCNet Large	mdx:model_scnet_sdr_9.3244	SCNet — Large (4 Stems)	model_scnet_sdr_9.3244.ckpt			clean
SCNet	SCNet	Politrees		SCnet: 4-stems SCNet Large by starrytong	mdx:SCNet-large_starrytong_fixed	SCNet — Large (4 Stems) · StarryTong	SCNet-large_starrytong_fixed.ckpt			clean
SCNet	SCNet	Politrees		SCnet: 4-stems SCNet MUSDB18 by starrytong	mdx:scnet_checkpoint_musdb18	SCNet — MUSDB18 (4 Stems) · StarryTong	scnet_checkpoint_musdb18.ckpt			clean
SCNet	SCNet	Politrees		SCnet: 4-stems SCNet XL	mdx:model_scnet_ep_54_sdr_9.8051	SCNet — XL (4 Stems)	model_scnet_ep_54_sdr_9.8051.ckpt			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v4	VR Arch Single Model v4: MGM_HIGHEND_v4	vr:MGM_HIGHEND_v4	VR v4 — MGM High-End	MGM_HIGHEND_v4.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v4	VR Arch Single Model v4: MGM_LOWEND_A_v4	vr:MGM_LOWEND_A_v4	VR v4 — MGM Low-End A	MGM_LOWEND_A_v4.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v4	VR Arch Single Model v4: MGM_LOWEND_B_v4	vr:MGM_LOWEND_B_v4	VR v4 — MGM Low-End B	MGM_LOWEND_B_v4.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v4	VR Arch Single Model v4: MGM_MAIN_v4	vr:MGM_MAIN_v4	VR v4 — MGM Main	MGM_MAIN_v4.pth			clean
VR Architecture	VR Architecture	TRvlvr	v5	VR Arch Single Model v5: UVR-De-Echo-Aggressive by FoxJoy	vr:UVR-De-Echo-Aggressive	VR v5 — De-Echo Aggressive · FoxJoy	UVR-De-Echo-Aggressive.pth			clean
VR Architecture	VR Architecture	TRvlvr	v5	VR Arch Single Model v5: UVR-De-Echo-Normal by FoxJoy	vr:UVR-De-Echo-Normal	VR v5 — De-Echo Normal · FoxJoy	UVR-De-Echo-Normal.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: UVR-DeEcho-DeReverb by FoxJoy	vr:UVR-DeEcho-DeReverb	VR v5 — De-Echo/DeReverb · FoxJoy	UVR-DeEcho-DeReverb.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: UVR-DeNoise-Lite by FoxJoy	vr:UVR-DeNoise-Lite	VR v5 — DeNoise Lite · FoxJoy	UVR-DeNoise-Lite.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: UVR-DeNoise by FoxJoy	vr:UVR-DeNoise	VR v5 — DeNoise · FoxJoy	UVR-DeNoise.pth			clean
VR Architecture	VR Architecture	Politrees	v5	VR Arch Single Model v5: UVR-DeReverb by aufr33 & jarredou	vr:UVR-De-Reverb-aufr33-jarredou	VR v5 — DeReverb · Aufr33 & Jarredou	UVR-De-Reverb-aufr33-jarredou.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 1_HP-UVR	vr:1_HP-UVR	VR v5 — HP 1	1_HP-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 2_HP-UVR	vr:2_HP-UVR	VR v5 — HP 2	2_HP-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 5_HP-Karaoke-UVR	vr:5_HP-Karaoke-UVR	VR v5 — HP Karaoke 5	5_HP-Karaoke-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 6_HP-Karaoke-UVR	vr:6_HP-Karaoke-UVR	VR v5 — HP Karaoke 6	6_HP-Karaoke-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 3_HP-Vocal-UVR	vr:3_HP-Vocal-UVR	VR v5 — HP Vocals 3	3_HP-Vocal-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 4_HP-Vocal-UVR	vr:4_HP-Vocal-UVR	VR v5 — HP Vocals 4	4_HP-Vocal-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 17_HP-Wind_Inst-UVR	vr:17_HP-Wind_Inst-UVR	VR v5 — HP Wind Instrumental 17	17_HP-Wind_Inst-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 7_HP2-UVR	vr:7_HP2-UVR	VR v5 — HP2 7	7_HP2-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 8_HP2-UVR	vr:8_HP2-UVR	VR v5 — HP2 8	8_HP2-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 9_HP2-UVR	vr:9_HP2-UVR	VR v5 — HP2 9	9_HP2-UVR.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: UVR-BVE-4B_SN-44100-1	vr:UVR-BVE-4B_SN-44100-1	VR v5 — Karaoke BVE (4 Bands, SN, 44.1 kHz) 1	UVR-BVE-4B_SN-44100-1.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 10_SP-UVR-2B-32000-1	vr:10_SP-UVR-2B-32000-1	VR v5 — SP 2-Band 32 kHz 1	10_SP-UVR-2B-32000-1.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 11_SP-UVR-2B-32000-2	vr:11_SP-UVR-2B-32000-2	VR v5 — SP 2-Band 32 kHz 2	11_SP-UVR-2B-32000-2.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 12_SP-UVR-3B-44100	vr:12_SP-UVR-3B-44100	VR v5 — SP 3-Band 44.1 kHz	12_SP-UVR-3B-44100.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 13_SP-UVR-4B-44100-1	vr:13_SP-UVR-4B-44100-1	VR v5 — SP 4-Band 44.1 kHz 1	13_SP-UVR-4B-44100-1.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 14_SP-UVR-4B-44100-2	vr:14_SP-UVR-4B-44100-2	VR v5 — SP 4-Band 44.1 kHz 2	14_SP-UVR-4B-44100-2.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 15_SP-UVR-MID-44100-1	vr:15_SP-UVR-MID-44100-1	VR v5 — SP Mid 44.1 kHz 1	15_SP-UVR-MID-44100-1.pth			clean
VR Architecture	VR Architecture	TRvlvr+Politrees	v5	VR Arch Single Model v5: 16_SP-UVR-MID-44100-2	vr:16_SP-UVR-MID-44100-2	VR v5 — SP Mid 44.1 kHz 2	16_SP-UVR-MID-44100-2.pth			clean
